Myth Cloth Original Name,Base Name,Price (JPY),Price (JPY) Tax,Announcement (JPY),Preorder (JPY),Release (JPY),Distributor (MXN),Price (MXN),Preorder (MXN),Release (MXN),Link,Distribution,LineUp,Series,Group,Metal,OCE,Revival,Restock,PlainCloth,Broken,Golden,Gold,HK,Manga,Surplice,Set,Static,Anniversary,Remarks,Events,tags,Official Images,Other Images
Zeta Alcord Bud EX,Zeta Alcord Bud,"¥10,000","¥11,000",,10/15/2021,3/24/2022,DAM,"$2,750",4/1/2022,,https://tamashiiweb.com/item/13801,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,God Robe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/23/iYQJwE.jpg,https://imagizer.imageshack.com/img924/8514/E6XTDz.jpg,https://imagizer.imageshack.com/img922/9587/5Wnm3V.jpg,https://imagizer.imageshack.com/img923/2986/EWichz.jpg,https://imagizer.imageshack.com/img923/7440/2fzaxv.jpg,https://imagizer.imageshack.com/img924/3381/uVHxD2.jpg,https://imagizer.imageshack.com/img924/8821/jd0CFO.jpg,https://imagizer.imageshack.com/img923/5412/MVkMMb.jpg,https://imagizer.imageshack.com/img922/5084/9Ji9O7.jpg,https://imagizer.imageshack.com/img922/9923/osCKhd.jpg",
Andromeda Shun ~New Bronze Cloth~ EX <Revival>,Andromeda Shun,"¥8,000","¥8,800",,10/1/2021,2/11/2022,DAM,"$2,000",2/25/2022,,https://tamashiiweb.com/item/13756,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/3706/gTAkql.jpg,https://imagizer.imageshack.com/img923/5124/Nw3ULf.jpg,https://imagizer.imageshack.com/img922/8697/oIaWIP.jpg,https://imagizer.imageshack.com/img922/7919/wZbouQ.jpg,https://imagizer.imageshack.com/img922/6384/2LbZco.jpg,https://imagizer.imageshack.com/img923/7223/9S7F4O.jpg,https://imagizer.imageshack.com/img924/6323/v6dBkj.jpg,https://imagizer.imageshack.com/img922/1114/0kmbrw.jpg,https://imagizer.imageshack.com/img923/2567/smRaNK.jpg,https://imagizer.imageshack.com/img922/6322/NkFqd2.jpg",
Griffin Minos EX OCE,Griffin Minos,"¥14,000","¥15,400",,8/27/2021,1/18/2022,DAM,"$3,850",1/28/2022,,https://tamashiiweb.com/item/13760,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Judge,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/3711/OFg4lf.jpg,https://imagizer.imageshack.com/img923/5295/OnTmoU.jpg,https://imagizer.imageshack.com/img922/6669/S5gi4n.jpg,https://imagizer.imageshack.com/img923/5079/loIYWy.jpg,https://imagizer.imageshack.com/img922/9155/s3pHDe.jpg,https://imagizer.imageshack.com/img924/6844/W9hdmr.jpg,https://imagizer.imageshack.com/img923/7449/VvdX4C.jpg,https://imagizer.imageshack.com/img924/5435/bK0fx5.jpg,https://imagizer.imageshack.com/img923/1340/UIx9Dv.jpg,https://imagizer.imageshack.com/img922/5889/F2HwAa.jpg",
Hypnos EX,Hypnos,"¥16,000","¥17,600",,2/8/2021,12/18/2021,DAM,"$4,200",12/22/2021,,https://tamashiiweb.com/item/13687,Stores,Myth Cloth EX,Saint Seiya,God,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/908/C5RAFN.jpg,https://imagizer.imageshack.com/img924/6930/taL4Cp.jpg,https://imagizer.imageshack.com/img923/2958/3glWvx.jpg,https://imagizer.imageshack.com/img922/1166/EsnqDW.jpg,https://imagizer.imageshack.com/img922/971/7jJ1v1.jpg,https://imagizer.imageshack.com/img923/6657/FtpjgP.jpg,https://imagizer.imageshack.com/img924/2052/XHk5Df.jpg,https://imagizer.imageshack.com/img923/9961/0oIWbs.jpg,https://imagizer.imageshack.com/img924/6528/aQRIhC.jpg,https://imagizer.imageshack.com/img924/7354/zzvO24.jpg,https://imagizer.imageshack.com/img923/1033/1Zlkiw.jpg,https://imagizer.imageshack.com/img922/7571/6grzhe.jpg",
Auriga Capella,Auriga Capella,"¥9,000","¥9,900",,6/25/2021,11/17/2021,DAM,"$2,350",12/3/2021,,https://tamashiiweb.com/item/13684,Tamashii Web Shop,Myth Cloth,Saint Seiya,Silver Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/7596/0TBwmS.jpg,https://imagizer.imageshack.com/img922/2595/nQOH1x.jpg,https://imagizer.imageshack.com/img922/9823/PBu1vo.jpg,https://imagizer.imageshack.com/img923/56/KmLNPG.jpg,https://imagizer.imageshack.com/img922/1018/yM6csY.jpg,https://imagizer.imageshack.com/img924/786/8Jilpt.jpg,https://imagizer.imageshack.com/img922/836/tT2aXU.jpg,https://imagizer.imageshack.com/img923/1595/pwwIqh.jpg,https://imagizer.imageshack.com/img924/1610/4YWN8V.jpg,https://imagizer.imageshack.com/img924/8668/15q629.jpg",
Gemini Saga Gold 24K EX,Gemini Saga,"¥22,000","¥24,200",,8/30/2021,11/16/2021,,,,,https://tamashiiweb.com/item/13721,Tamashii Nations,Myth Cloth EX,Saint Seiya,Gold Saint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,This figure was sold exclusively as a commemorative item at TAMASHII NATION 2021,,"gold24,24","https://imagizer.imageshack.com/img924/3810/GyxRPm.jpg,https://imagizer.imageshack.com/img924/9459/PRtXvm.jpg,https://imagizer.imageshack.com/img922/1592/Prktfx.jpg,https://imagizer.imageshack.com/img922/424/iSG4fH.jpg,https://imagizer.imageshack.com/img922/1526/WmzU5U.jpg,https://imagizer.imageshack.com/img923/9043/ule4YW.jpg,https://imagizer.imageshack.com/img924/2682/DomdsX.jpg,https://imagizer.imageshack.com/img923/2805/LsWItx.jpg,https://imagizer.imageshack.com/img922/5961/RJqN0O.jpg,https://imagizer.imageshack.com/img923/2248/7GN2I8.jpg",
Delta Megrez Alberich EX,Delta Megrez Alberich,"¥10,000","¥11,000",,7/2/2021,11/13/2021,DAM,"$2,700",11/26/2021,,https://tamashiiweb.com/item/13656,Stores,Myth Cloth EX,Saint Seiya,God Robe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/2607/m6udXA.jpg,https://imagizer.imageshack.com/img922/959/PzRaFQ.jpg,https://imagizer.imageshack.com/img924/3842/EGRIIj.jpg,https://imagizer.imageshack.com/img922/9818/AYTt4s.jpg,https://imagizer.imageshack.com/img923/5994/s3lYLj.jpg,https://imagizer.imageshack.com/img923/6272/rIPANk.jpg,https://imagizer.imageshack.com/img924/3092/exHVNm.jpg,https://imagizer.imageshack.com/img923/3162/sizDTP.jpg,https://imagizer.imageshack.com/img922/3574/rBPPeh.jpg,https://imagizer.imageshack.com/img922/1039/wo725i.jpg,https://imagizer.imageshack.com/img922/4013/JkgP6S.jpg",
Libra Dohko (God Cloth) EX (Restock),Libra Dohko,"¥14,000","¥15,400",,4/2/2021,9/18/2021,DAM,"$3,350",9/13/2021,,https://tamashiiweb.com/item/12238,Stores,Myth Cloth EX,Soul of Gold,Gold Saint,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/7497/fTQY8r.jpg,https://imagizer.imageshack.com/img923/9683/iMlFXr.jpg,https://imagizer.imageshack.com/img923/2483/tNbzeT.jpg,https://imagizer.imageshack.com/img922/7219/E6HUHZ.jpg,https://imagizer.imageshack.com/img923/9661/maRdFo.jpg,https://imagizer.imageshack.com/img922/8816/UQDVzl.jpg,https://imagizer.imageshack.com/img923/8391/wcGogl.jpg,https://imagizer.imageshack.com/img922/5602/mb2AGz.jpg,https://imagizer.imageshack.com/img923/9926/ZZmdhJ.jpg,https://imagizer.imageshack.com/img922/4645/saHXK0.jpg,https://imagizer.imageshack.com/img924/9466/nVA8fS.jpg,https://imagizer.imageshack.com/img923/1139/nBBbrm.jpg,https://imagizer.imageshack.com/img922/2599/FJapT5.jpg,https://imagizer.imageshack.com/img922/8093/DTdGmb.jpg,https://imagizer.imageshack.com/img922/1417/P0dpkY.jpg,https://imagizer.imageshack.com/img922/6254/mhPgQa.jpg,https://imagizer.imageshack.com/img923/6580/sncR6U.jpg",
Siren Sorrento ~Asgard Final Battle Version~ EX,Siren Sorrento,"¥11,000","¥12,100",,4/23/2021,9/17/2021,DAM,"$2,850",9/30/2021,11/3/2021,https://tamashiiweb.com/item/13631,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,God Robe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/5471/JMFBkB.jpg,https://imagizer.imageshack.com/img923/5149/mfe2WJ.jpg,https://imagizer.imageshack.com/img922/3616/QaE77B.jpg,https://imagizer.imageshack.com/img922/917/3VA81O.jpg,https://imagizer.imageshack.com/img922/1192/V3wFNY.jpg,https://imagizer.imageshack.com/img924/5985/1pMSt2.jpg,https://imagizer.imageshack.com/img923/555/orxI9V.jpg,https://imagizer.imageshack.com/img924/7003/PymBlg.jpg,https://imagizer.imageshack.com/img923/2016/eQ0ImK.jpg,https://imagizer.imageshack.com/img923/3719/FAroe4.jpg",
Mermaid Thetis <Revival>,Mermaid Thetis,"¥7,500","¥8,250",,3/12/2021,8/19/2021,DAM,"$1,950",8/30/2021,,https://tamashiiweb.com/item/13591,Tamashii Web Shop,Myth Cloth,Saint Seiya,Poseidon Scale,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/6045/9TpMYx.jpg,https://imagizer.imageshack.com/img924/5884/OFGJOt.jpg,https://imagizer.imageshack.com/img923/2920/80lyMk.jpg,https://imagizer.imageshack.com/img922/9307/zF9i4Z.jpg,https://imagizer.imageshack.com/img924/286/gB44Zk.jpg,https://imagizer.imageshack.com/img923/9113/eOE9c9.jpg,https://imagizer.imageshack.com/img923/9186/tjRFtZ.jpg,https://imagizer.imageshack.com/img923/1082/zIQplX.jpg,https://imagizer.imageshack.com/img923/6987/9Ho6vI.jpg",
Steel Saint Sky Cloth Sho <Revival>,Sky Cloth Sho,"¥7,500","¥8,250",,2/26/2021,7/17/2021,DAM,"$1,950",7/30/2021,9/6/2021,https://tamashiiweb.com/item/13555,Stores,Myth Cloth,Saint Seiya,Steel,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/6488/XvA8EQ.jpg,https://imagizer.imageshack.com/img924/1650/OC803l.jpg,https://imagizer.imageshack.com/img924/2230/ZuplkX.jpg,https://imagizer.imageshack.com/img924/1022/ZjtZYv.jpg,https://imagizer.imageshack.com/img924/6797/F83LoN.jpg,https://imagizer.imageshack.com/img924/8963/dbFtwp.jpg,https://imagizer.imageshack.com/img923/192/3HC21z.jpg,https://imagizer.imageshack.com/img923/2453/w0btZq.jpg,https://imagizer.imageshack.com/img922/4128/IIa1Y1.jpg",
Aries Mu EX <Revival>,Aries Mu,"¥11,000","¥12,100",,2/2/2021,6/12/2021,DAM,"$2,400",6/18/2021,,https://tamashiiweb.com/item/13528,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/453/zXZ9yZ.jpg,https://imagizer.imageshack.com/img923/2227/f0eYl0.jpg,https://imagizer.imageshack.com/img922/9485/SCa8kM.jpg,https://imagizer.imageshack.com/img922/5377/B3U6Pi.jpg,https://imagizer.imageshack.com/img924/6519/Pk4dwl.jpg,https://imagizer.imageshack.com/img922/7475/6evvUa.jpg,https://imagizer.imageshack.com/img923/8773/NLZcVE.jpg,https://imagizer.imageshack.com/img924/6162/cXeQkf.jpg,https://imagizer.imageshack.com/img922/3690/0PkOyx.jpg,https://imagizer.imageshack.com/img924/478/WfbTho.jpg,https://imagizer.imageshack.com/img924/8628/eCkx7N.jpg,https://imagizer.imageshack.com/img923/3715/63BZJu.jpg",
Phoenix Ikki ~New Bronze Cloth~ Golden Limited Edition EX,Phoenix Ikki,"¥8,000","¥8,800",,6/4/2021,6/4/2021,,,,,https://tamashiiweb.com/item/13650,Tamashii Store,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/7852/tuWHf4.jpg,https://imagizer.imageshack.com/img922/4328/GzzH08.jpg,https://imagizer.imageshack.com/img923/6700/9vO5Pn.jpg",
Pegasus Seiya ~Final Bronze Cloth~ EX,Pegasus Seiya,"¥9,000","¥9,900",,1/8/2021,5/29/2021,DAM,"$2,500",,,https://tamashiiweb.com/item/13506,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/5610/OSdsZ3.jpg,https://imagizer.imageshack.com/img923/3853/3ltznF.jpg,https://imagizer.imageshack.com/img923/5535/eur8qq.jpg,https://imagizer.imageshack.com/img924/9869/j699tZ.jpg,https://imagizer.imageshack.com/img924/7905/OUCz3Y.jpg,https://imagizer.imageshack.com/img924/9641/iLYdoY.jpg,https://imagizer.imageshack.com/img923/7337/BCqV81.jpg,https://imagizer.imageshack.com/img922/4240/AaxKuF.jpg,https://imagizer.imageshack.com/img924/4565/OUcaEK.jpg,https://imagizer.imageshack.com/img922/2954/8NstTN.jpg,https://imagizer.imageshack.com/img924/4792/oRa2ZM.jpg",
Sagittarius Seiya Gold 24K EX (Restock),Sagittarius Seiya,"¥20,000","¥22,000",,11/6/2020,5/2021,,,,,https://tamashiiweb.com/item/13493,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Lottery Sale,,,"https://imagizer.imageshack.com/img923/1554/EdIHV5.jpg,https://imagizer.imageshack.com/img923/6517/xtWUh7.jpg,https://imagizer.imageshack.com/img922/6205/Uwotcw.jpg,https://imagizer.imageshack.com/img922/6697/HcmeRt.jpg",
Capricorn Shura EX <Revival>,Capricorn Shura,"¥10,000","¥11,000",,12/2/2020,4/17/2021,DAM,"$2,500",4/14/2021,,https://tamashiiweb.com/item/13470,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/6931/HqMO9V.jpg,https://imagizer.imageshack.com/img924/2432/3wSSOi.jpg,https://imagizer.imageshack.com/img924/496/hI33xz.jpg,https://imagizer.imageshack.com/img924/3477/JqeJxM.jpg,https://imagizer.imageshack.com/img924/386/kACIVZ.jpg,https://imagizer.imageshack.com/img923/381/0GjxAK.jpg,https://imagizer.imageshack.com/img924/323/LVzL0t.jpg,https://imagizer.imageshack.com/img922/354/6ZUpGV.jpg,https://imagizer.imageshack.com/img924/9999/At2guA.jpg,https://imagizer.imageshack.com/img924/9664/7PdvOA.jpg,https://imagizer.imageshack.com/img922/4858/ddfmNB.jpg,https://imagizer.imageshack.com/img922/8150/pq0cMp.jpg,https://imagizer.imageshack.com/img924/355/liDURI.jpg,https://imagizer.imageshack.com/img924/5915/J7gpO3.jpg,https://imagizer.imageshack.com/img924/8424/SKZlG4.jpg",
Taurus Aldebaran EX OCE,Taurus Aldebaran,"¥12,500","¥13,750",,10/23/2020,4/16/2021,DAM,"$3,560",4/30/2021,,https://tamashiiweb.com/item/13451,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/1975/2goNQo.jpg,https://imagizer.imageshack.com/img923/9082/vQ5oz5.jpg,https://imagizer.imageshack.com/img923/7941/r4MN6V.jpg,https://imagizer.imageshack.com/img922/4042/y8S4Rf.jpg,https://imagizer.imageshack.com/img924/3760/o4Ikdm.jpg,https://imagizer.imageshack.com/img922/3039/iY4rc9.jpg,https://imagizer.imageshack.com/img922/6162/gh0kAh.jpg,https://imagizer.imageshack.com/img923/8940/qgv3yQ.jpg,https://imagizer.imageshack.com/img922/5233/UZm9Hr.jpg",
Wyvern Rhadamanthys EX OCE,Wyvern Rhadamanthys,"¥12,500","¥13,750",,9/4/2020,2/22/2021,DAM,"$3,280",2/22/2021,,https://tamashiiweb.com/item/13404,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Judge,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/4780/UEhPXi.jpg,https://imagizer.imageshack.com/img923/5941/EJH0sH.jpg,https://imagizer.imageshack.com/img922/6766/rB3Yhj.jpg,https://imagizer.imageshack.com/img923/6786/71biOa.jpg,https://imagizer.imageshack.com/img924/5776/fHEzvb.jpg,https://imagizer.imageshack.com/img922/2729/Q7lHla.jpg,https://imagizer.imageshack.com/img923/657/Fn3oZB.jpg,https://imagizer.imageshack.com/img922/7265/cAO8Eg.jpg,https://imagizer.imageshack.com/img923/781/xKalsO.jpg",
Phoenix Ikki ~New Bronze Cloth~ EX <Revival>,Phoenix Ikki,"¥8,000","¥8,800",,10/1/2020,2/20/2021,DAM,"$2,050",2/22/2021,,https://tamashiiweb.com/item/13394,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/6500/qsGcr3.jpg,https://imagizer.imageshack.com/img922/3002/LGYQn2.jpg,https://imagizer.imageshack.com/img924/741/tpCt7H.jpg,https://imagizer.imageshack.com/img923/8505/JVeGMU.jpg,https://imagizer.imageshack.com/img924/3545/Yi4OFj.jpg,https://imagizer.imageshack.com/img923/5017/cMm0rQ.jpg,https://imagizer.imageshack.com/img924/3479/7BAeG3.jpg",
Sagittarius Aiolos EX <Revival>,Sagittarius Aiolos,"¥10,000","¥11,000",,9/1/2020,1/16/2021,DAM,"$2,550",1/27/2021,3/5/2021,https://tamashiiweb.com/item/13372,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/3778/Y5z5BA.jpg,https://imagizer.imageshack.com/img923/4600/1v9GDu.jpg,https://imagizer.imageshack.com/img923/9650/ePoOX9.jpg,https://imagizer.imageshack.com/img922/4599/qxQ5C7.jpg,https://imagizer.imageshack.com/img923/1254/Y1IXzv.jpg,https://imagizer.imageshack.com/img924/5652/xU0sC7.jpg,https://imagizer.imageshack.com/img923/2355/WtsoIn.jpg,https://imagizer.imageshack.com/img924/4530/Yn9M39.jpg,https://imagizer.imageshack.com/img924/4185/COmYq3.jpg,https://imagizer.imageshack.com/img923/3519/zBSvJJ.jpg,https://imagizer.imageshack.com/img924/3605/XbxS6F.jpg",
Hades EX,Hades,"¥16,000","¥17,600",,8/3/2020,12/26/2020,DAM,"$4,120",12/14/2020,,https://tamashiiweb.com/item/13331,Stores,Myth Cloth EX,Saint Seiya,God,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/5427/Ngm7vC.jpg,https://imagizer.imageshack.com/img924/4480/7EJAU4.jpg,https://imagizer.imageshack.com/img923/1456/bPfJLY.jpg,https://imagizer.imageshack.com/img924/1369/hEHWdE.jpg,https://imagizer.imageshack.com/img924/8969/OBLjnC.jpg,https://imagizer.imageshack.com/img924/8657/PuPsEc.jpg,https://imagizer.imageshack.com/img923/8783/6pUk1i.jpg,https://imagizer.imageshack.com/img923/9872/0CQFuR.jpg,https://imagizer.imageshack.com/img922/3/cWA1sZ.jpg,https://imagizer.imageshack.com/img924/3867/wm4pnI.jpg,https://imagizer.imageshack.com/img922/6033/usc762.jpg,https://imagizer.imageshack.com/img924/8844/Aa2vxL.jpg",
Cygnus Hyoga ~New Bronze Cloth~ Golden Limited Edition EX (Restock),Cygnus Hyoga,"¥8,000","¥8,800",,10/30/2020,12/2020,,,,,https://tamashiiweb.com/item/13479,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Online Special Sale,,,"https://imagizer.imageshack.com/img922/9678/MVbtQc.jpg,https://imagizer.imageshack.com/img924/6770/d6z6wu.jpg,https://imagizer.imageshack.com/img924/995/OvMx6P.png",
Andromeda Shun ~New Bronze Cloth~ Golden Limited Edition EX (Restock),Andromeda Shun,"¥8,000","¥8,800",,10/30/2020,12/2020,,,,,https://tamashiiweb.com/item/13474,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Online Special Sale,,,"https://imagizer.imageshack.com/img922/6811/snYzwV.jpg,https://imagizer.imageshack.com/img924/6863/Rb4ZK2.jpg,https://imagizer.imageshack.com/img923/8928/uKez6y.jpg",
Pegasus Seiya ~New Bronze Cloth~ Golden Limited Edition EX (Restock),Pegasus Seiya,"¥8,000","¥8,800",,10/30/2020,12/2020,,,,,https://tamashiiweb.com/item/13454,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Online Special Sale,,,"https://imagizer.imageshack.com/img922/7519/dps4em.jpg,https://imagizer.imageshack.com/img924/3533/otODhy.jpg,https://imagizer.imageshack.com/img923/9454/PKjHVL.jpg",
Zeta Mizar Syd EX,Zeta Alcord Syd,"¥10,000","¥11,000",,7/3/2020,11/21/2020,DAM,"$2,600",11/17/2020,12/28/2020,https://tamashiiweb.com/item/13307,Stores,Myth Cloth EX,Saint Seiya,God Robe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/1365/5jyxfu.jpg,https://imagizer.imageshack.com/img922/9012/SdqfK9.jpg,https://imagizer.imageshack.com/img924/9762/LQeBmp.jpg,https://imagizer.imageshack.com/img924/258/Sg5jv3.jpg,https://imagizer.imageshack.com/img923/5893/1iTTbW.jpg,https://imagizer.imageshack.com/img924/7094/JyT7QE.jpg,https://imagizer.imageshack.com/img924/4428/7fJlcM.jpg,https://imagizer.imageshack.com/img922/9614/2SZXkp.jpg,https://imagizer.imageshack.com/img924/4933/5RzoGm.jpg,https://imagizer.imageshack.com/img923/3640/hxD8yy.jpg",
Sagittarius Seiya Gold 24K EX,Sagittarius Seiya,"¥20,000","¥22,000",,9/17/2020,11/4/2020,,,,,https://tamashiiweb.com/item/13412,Tamashii Nations,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,This figure was sold exclusively as a commemorative item at TAMASHII NATION 2020,,gold24/tamashii,"https://imagizer.imageshack.com/img923/1554/EdIHV5.jpg,https://imagizer.imageshack.com/img923/6517/xtWUh7.jpg,https://imagizer.imageshack.com/img922/6205/Uwotcw.jpg,https://imagizer.imageshack.com/img922/6697/HcmeRt.jpg",
Pisces Aphrodite EX <Revival>,Pisces Aphrodite,"¥9,000","¥9,900",,4/3/2020,10/12/2020,,,,,https://tamashiiweb.com/item/13244,Stores,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/4654/9MPxmx.jpg,https://imagizer.imageshack.com/img924/2529/gflvn3.jpg,https://imagizer.imageshack.com/img922/4108/3Jcci4.jpg,https://imagizer.imageshack.com/img924/4219/LJWDcv.jpg,https://imagizer.imageshack.com/img923/4866/35xTmN.jpg,https://imagizer.imageshack.com/img924/7113/pS9pFQ.jpg,https://imagizer.imageshack.com/img922/7066/XNggg7.jpg,https://imagizer.imageshack.com/img923/547/18vimH.jpg,https://imagizer.imageshack.com/img924/8467/UL5AQM.jpg,https://imagizer.imageshack.com/img923/3362/RCXJ9N.jpg,https://imagizer.imageshack.com/img924/262/6L9nzV.jpg",
Scorpio Milo (God Cloth) EX (Restock),Scorpio Milo,"¥12,000","¥13,200",,,9/19/2020,,,,,https://tamashiiweb.com/item/11739,Stores,Myth Cloth EX,Soul of Gold,Gold Saint,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/3987/ls6TcD.jpg,https://imagizer.imageshack.com/img923/527/SrFvdv.jpg,https://imagizer.imageshack.com/img922/8489/O48qlU.jpg,https://imagizer.imageshack.com/img923/2320/HSdyXs.jpg,https://imagizer.imageshack.com/img922/7519/hePor4.jpg,https://imagizer.imageshack.com/img923/6303/xY7f0O.jpg,https://imagizer.imageshack.com/img922/9580/Ft2QJR.jpg,https://imagizer.imageshack.com/img923/6933/tyW34S.jpg,https://imagizer.imageshack.com/img924/6793/XuGgge.jpg",
Crow Jamian,Crow Jamian,"¥9,000","¥9,900",,4/7/2020,9/17/2020,DAM,"$2,499",9/24/2020,10/30/2020,https://tamashiiweb.com/item/13258,Tamashii Web Shop,Myth Cloth,Saint Seiya,Silver Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/1105/FhHIya.jpg,https://imagizer.imageshack.com/img922/4327/1vCZ7F.jpg,https://imagizer.imageshack.com/img922/5842/SatQ8Y.jpg,https://imagizer.imageshack.com/img924/9498/edFHV7.jpg,https://imagizer.imageshack.com/img924/9074/G0FQtJ.jpg,https://imagizer.imageshack.com/img922/6306/rb0uPp.jpg,https://imagizer.imageshack.com/img924/9513/7TGBMj.jpg,https://imagizer.imageshack.com/img923/2015/nZBhGV.jpg",
